0.493;18.1236839294;cnn;1;0;4000;200;5000
0.5005;13.1022830009;cnn;1;1;4000;200;5000
0.51375;18.1966438293;cnn;1;2;4000;200;5000
0.5125;12.9554700851;cnn;1;3;4000;200;5000
0.4945;18.1509130001;cnn;1;4;4000;200;5000
0.50375;13.1260259151;cnn;1;5;4000;200;5000
0.50275;22.2374510765;cnn;1;0;4000;600;5000
0.502;17.3900718689;cnn;1;1;4000;600;5000
0.50375;22.3663461208;cnn;1;2;4000;600;5000
0.495;17.7785379887;cnn;1;3;4000;600;5000
0.50525;19.6306240559;cnn;1;4;4000;600;5000
0.4925;17.798787117;cnn;1;5;4000;600;5000
0.4975;21.8087029457;cnn;1;0;4000;1000;5000
0.534;26.8840968609;cnn;1;1;4000;1000;5000
0.4985;22.0506789684;cnn;1;2;4000;1000;5000
0.50125;25.6057729721;cnn;1;3;4000;1000;5000
0.59975;26.8329319954;cnn;1;4;4000;1000;5000
0.5045;22.0766329765;cnn;1;5;4000;1000;5000
0.5865;30.7839870453;cnn;1;0;4000;1400;5000
0.51075;31.2178840637;cnn;1;1;4000;1400;5000
0.50975;25.7888410091;cnn;1;2;4000;1400;5000
0.4995;26.3309130669;cnn;1;3;4000;1400;5000
0.66025;29.8994338512;cnn;1;4;4000;1400;5000
0.61075;31.6493241787;cnn;1;5;4000;1400;5000
0.4995;30.2043278217;cnn;1;0;4000;1800;5000
0.5435;34.5730578899;cnn;1;2;4000;1800;5000
0.67325;31.3409371376;cnn;1;3;4000;1800;5000
0.5435;28.9666650295;cnn;1;4;4000;1800;5000
0.49025;33.4377288818;cnn;1;5;4000;1800;5000
0.72325;37.9933710098;cnn;1;0;4000;2200;5000
0.562;35.6020519733;cnn;1;1;4000;2200;5000
0.668;32.8125581741;cnn;1;2;4000;2200;5000
0.631;36.5314209461;cnn;1;3;4000;2200;5000
0.67525;37.4016301632;cnn;1;4;4000;2200;5000
0.73125;37.235681057;cnn;1;5;4000;2200;5000
0.73825;40.8720679283;cnn;1;0;4000;2600;5000
0.70275;41.0664379597;cnn;1;1;4000;2600;5000
0.74725;41.9812510014;cnn;1;2;4000;2600;5000
0.751;37.3481800556;cnn;1;3;4000;2600;5000
0.761;37.426733017;cnn;1;4;4000;2600;5000
0.736;36.5907170773;cnn;1;5;4000;2600;5000
0.7965;42.6584789753;cnn;1;0;4000;3000;5000
0.77675;44.8025867939;cnn;1;1;4000;3000;5000
0.7855;45.9834239483;cnn;1;2;4000;3000;5000
0.77025;45.7593998909;cnn;1;3;4000;3000;5000
0.7935;45.6562359333;cnn;1;4;4000;3000;5000
0.77125;45.1699419022;cnn;1;5;4000;3000;5000
0.7855;48.6073541641;cnn;1;0;4000;3400;5000
0.789;49.276362896;cnn;1;1;4000;3400;5000
0.781;48.3057060242;cnn;1;2;4000;3400;5000
0.7905;49.0556030273;cnn;1;3;4000;3400;5000
0.78575;48.3642458916;cnn;1;4;4000;3400;5000
0.79;47.9521050453;cnn;1;5;4000;3400;5000
0.78;51.1800642014;cnn;1;0;4000;3800;5000
0.74825;48.4360349178;cnn;1;1;4000;3800;5000
0.7945;54.4032530785;cnn;1;2;4000;3800;5000
0.79625;53.0420079231;cnn;1;3;4000;3800;5000
0.79125;54.2444031239;cnn;1;4;4000;3800;5000
0.7985;52.9055140018;cnn;1;5;4000;3800;5000
0.49825;23.2273159027;cnn;2;0;4000;200;5000
0.495;22.3883588314;cnn;2;1;4000;200;5000
0.60225;27.8649251461;cnn;2;2;4000;200;5000
0.50225;22.7744851112;cnn;2;3;4000;200;5000
0.513;22.2024228573;cnn;2;4;4000;200;5000
0.50075;27.0757651329;cnn;2;5;4000;200;5000
0.5;34.6834330559;cnn;2;0;4000;600;5000
0.50225;30.0153069496;cnn;2;1;4000;600;5000
0.548;34.4192080498;cnn;2;2;4000;600;5000
0.5715;35.4279000759;cnn;2;3;4000;600;5000
0.644;35.6896760464;cnn;2;4;4000;600;5000
0.6035;35.7471461296;cnn;2;5;4000;600;5000
0.55675;41.7535791397;cnn;2;0;4000;1000;5000
0.65675;42.3283879757;cnn;2;1;4000;1000;5000
0.72625;38.2255129814;cnn;2;2;4000;1000;5000
0.49425;37.7260510921;cnn;2;3;4000;1000;5000
0.57025;38.9778308868;cnn;2;4;4000;1000;5000
0.67525;39.0071120262;cnn;2;5;4000;1000;5000
0.68875;45.6244850159;cnn;2;0;4000;1400;5000
0.6935;46.1415920258;cnn;2;1;4000;1400;5000
0.7685;47.0063660145;cnn;2;2;4000;1400;5000
0.588;46.7733540535;cnn;2;3;4000;1400;5000
0.64825;51.3151249886;cnn;2;4;4000;1400;5000
0.7815;51.8698651791;cnn;2;5;4000;1400;5000
0.79175;57.1595451832;cnn;2;0;4000;1800;5000
0.75;58.7884619236;cnn;2;1;4000;1800;5000
0.79675;58.0412578583;cnn;2;2;4000;1800;5000
0.78175;57.7980899811;cnn;2;3;4000;1800;5000
0.72025;57.7511970997;cnn;2;4;4000;1800;5000
0.77;57.0905020237;cnn;2;5;4000;1800;5000
0.77875;65.4318699837;cnn;2;0;4000;2200;5000
0.7635;67.2872819901;cnn;2;1;4000;2200;5000
0.81875;64.8752989769;cnn;2;2;4000;2200;5000
0.78825;65.9120371342;cnn;2;3;4000;2200;5000
0.805;67.2518441677;cnn;2;4;4000;2200;5000
0.80375;64.0503439903;cnn;2;5;4000;2200;5000
0.8355;74.7985360622;cnn;2;0;4000;2600;5000
0.8095;71.9338068962;cnn;2;1;4000;2600;5000
0.81725;72.2938859463;cnn;2;2;4000;2600;5000
0.8115;72.7758359909;cnn;2;3;4000;2600;5000
0.80825;74.1239361763;cnn;2;4;4000;2600;5000
0.82125;72.6211969852;cnn;2;5;4000;2600;5000
0.83225;80.8573720455;cnn;2;0;4000;3000;5000
0.83125;80.0710940361;cnn;2;1;4000;3000;5000
0.8305;85.0904901028;cnn;2;2;4000;3000;5000
0.82575;80.9839339256;cnn;2;3;4000;3000;5000
0.8185;80.0105550289;cnn;2;4;4000;3000;5000
0.82375;87.1572139263;cnn;2;5;4000;3000;5000
0.8345;86.9460129738;cnn;2;0;4000;3400;5000
0.83525;88.8798360825;cnn;2;1;4000;3400;5000
0.844;93.0942430496;cnn;2;2;4000;3400;5000
0.827;92.3689408302;cnn;2;3;4000;3400;5000
0.83075;86.3876399994;cnn;2;4;4000;3400;5000
0.82625;87.4858498573;cnn;2;5;4000;3400;5000
0.8355;99.7379319668;cnn;2;0;4000;3800;5000
0.839;93.4911022186;cnn;2;1;4000;3800;5000
0.83;89.885504961;cnn;2;2;4000;3800;5000
0.78475;90.1165220737;cnn;2;3;4000;3800;5000
0.81625;90.5179200172;cnn;2;4;4000;3800;5000
0.82425;89.312983036;cnn;2;5;4000;3800;5000
0.522;31.3353419304;cnn;3;0;4000;200;5000
0.5435;32.9248380661;cnn;3;1;4000;200;5000
0.52;31.2583739758;cnn;3;2;4000;200;5000
0.513;31.6332051754;cnn;3;3;4000;200;5000
0.496;31.9728901386;cnn;3;4;4000;200;5000
0.5915;32.1005718708;cnn;3;5;4000;200;5000
0.5765;43.3138852119;cnn;3;0;4000;600;5000
0.52;43.9183549881;cnn;3;1;4000;600;5000
0.524;44.6909379959;cnn;3;2;4000;600;5000
0.65225;43.5963840485;cnn;3;3;4000;600;5000
0.58775;42.8309311867;cnn;3;4;4000;600;5000
0.69475;42.5484640598;cnn;3;5;4000;600;5000
0.76575;55.6967899799;cnn;3;0;4000;1000;5000
0.75575;55.2036809921;cnn;3;1;4000;1000;5000
0.686;54.5057299137;cnn;3;2;4000;1000;5000
0.76;54.5113148689;cnn;3;3;4000;1000;5000
0.78225;54.2634510994;cnn;3;4;4000;1000;5000
0.76725;53.6519229412;cnn;3;5;4000;1000;5000
0.80525;66.5415380001;cnn;3;0;4000;1400;5000
0.803;65.7760689259;cnn;3;1;4000;1400;5000
0.781;68.7362649441;cnn;3;2;4000;1400;5000
0.81125;66.4971868992;cnn;3;3;4000;1400;5000
0.808;65.5615420341;cnn;3;4;4000;1400;5000
0.8015;67.86749506;cnn;3;5;4000;1400;5000
0.8095;77.7854709625;cnn;3;0;4000;1800;5000
0.81875;78.6996879578;cnn;3;1;4000;1800;5000
0.824;76.4085211754;cnn;3;2;4000;1800;5000
0.82225;76.2964601517;cnn;3;3;4000;1800;5000
0.81725;79.7987048626;cnn;3;4;4000;1800;5000
0.8155;76.9501700401;cnn;3;5;4000;1800;5000
0.83125;88.6825988293;cnn;3;0;4000;2200;5000
0.82525;89.583988905;cnn;3;1;4000;2200;5000
0.8215;88.855946064;cnn;3;2;4000;2200;5000
0.77525;88.4459738731;cnn;3;3;4000;2200;5000
0.825;88.6789400578;cnn;3;4;4000;2200;5000
0.828;87.6857800484;cnn;3;5;4000;2200;5000
0.81725;99.1243758202;cnn;3;0;4000;2600;5000
0.8285;98.90218997;cnn;3;1;4000;2600;5000
0.8355;98.4195990562;cnn;3;2;4000;2600;5000
0.8355;99.5102379322;cnn;3;3;4000;2600;5000
0.8105;98.1625599861;cnn;3;4;4000;2600;5000
0.831;98.5301129818;cnn;3;5;4000;2600;5000
0.8045;109.377306938;cnn;3;0;4000;3000;5000
0.83575;109.816827059;cnn;3;1;4000;3000;5000
0.83125;110.149800062;cnn;3;2;4000;3000;5000
0.83125;109.702097893;cnn;3;3;4000;3000;5000
0.83675;109.749382019;cnn;3;4;4000;3000;5000
0.83675;110.61463213;cnn;3;5;4000;3000;5000
0.8315;120.605114937;cnn;3;0;4000;3400;5000
0.82575;120.404462099;cnn;3;1;4000;3400;5000
0.8545;121.223418951;cnn;3;2;4000;3400;5000
0.8305;119.451812029;cnn;3;3;4000;3400;5000
0.8105;120.413477898;cnn;3;4;4000;3400;5000
0.828;120.139148951;cnn;3;5;4000;3400;5000
0.83375;129.515727997;cnn;3;0;4000;3800;5000
0.8455;129.996061802;cnn;3;1;4000;3800;5000
0.852;131.563601971;cnn;3;2;4000;3800;5000
0.85175;131.572243929;cnn;3;3;4000;3800;5000
0.853;131.687156916;cnn;3;4;4000;3800;5000
0.82375;133.007812977;cnn;3;5;4000;3800;5000
0.582;41.0465490818;cnn;4;0;4000;200;5000
0.49075;41.0577130318;cnn;4;1;4000;200;5000
0.56025;41.0643680096;cnn;4;2;4000;200;5000
0.5095;41.1584169865;cnn;4;3;4000;200;5000
0.50125;40.8760700226;cnn;4;4;4000;200;5000
0.59975;40.1297681332;cnn;4;5;4000;200;5000
0.757;57.029873848;cnn;4;0;4000;600;5000
0.75;55.9291408062;cnn;4;1;4000;600;5000
0.75125;55.7954139709;cnn;4;2;4000;600;5000
0.71975;54.9398069382;cnn;4;3;4000;600;5000
0.5675;56.63601017;cnn;4;4;4000;600;5000
0.721;56.23508811;cnn;4;5;4000;600;5000
0.78225;70.7809169292;cnn;4;0;4000;1000;5000
0.77025;71.5530331135;cnn;4;1;4000;1000;5000
0.8005;70.9484808445;cnn;4;2;4000;1000;5000
0.8005;72.590775013;cnn;4;3;4000;1000;5000
0.81175;71.7657411098;cnn;4;4;4000;1000;5000
0.78225;71.2700021267;cnn;4;5;4000;1000;5000
0.80875;85.9021201134;cnn;4;0;4000;1400;5000
0.815;86.9766120911;cnn;4;1;4000;1400;5000
0.8055;84.8050940037;cnn;4;2;4000;1400;5000
0.80075;86.3244919777;cnn;4;3;4000;1400;5000
0.765;86.0523579121;cnn;4;4;4000;1400;5000
0.82625;85.9805939198;cnn;4;5;4000;1400;5000
0.833;100.157409191;cnn;4;0;4000;1800;5000
0.823;99.1523640156;cnn;4;1;4000;1800;5000
0.81325;98.7527308464;cnn;4;2;4000;1800;5000
0.83;101.270376921;cnn;4;3;4000;1800;5000
0.813;99.9012651443;cnn;4;4;4000;1800;5000
0.8085;100.20334506;cnn;4;5;4000;1800;5000
0.80225;116.103111982;cnn;4;0;4000;2200;5000
0.832;115.035444021;cnn;4;1;4000;2200;5000
0.8135;118.182838917;cnn;4;2;4000;2200;5000
0.84575;115.646282911;cnn;4;3;4000;2200;5000
0.83975;119.698113918;cnn;4;4;4000;2200;5000
0.8405;120.116594076;cnn;4;5;4000;2200;5000
0.81075;133.895042896;cnn;4;0;4000;2600;5000
0.84775;131.958436012;cnn;4;1;4000;2600;5000
0.8405;129.221054792;cnn;4;2;4000;2600;5000
0.85;131.992686033;cnn;4;3;4000;2600;5000
0.83625;131.776089191;cnn;4;4;4000;2600;5000
0.83625;130.107794046;cnn;4;5;4000;2600;5000
0.831;144.652235031;cnn;4;0;4000;3000;5000
0.82675;142.805096865;cnn;4;1;4000;3000;5000
0.8135;143.815193892;cnn;4;2;4000;3000;5000
0.847;148.204165936;cnn;4;3;4000;3000;5000
0.8365;147.771682978;cnn;4;4;4000;3000;5000
0.83425;145.026966095;cnn;4;5;4000;3000;5000
0.825;157.979213953;cnn;4;0;4000;3400;5000
0.81625;161.657166958;cnn;4;1;4000;3400;5000
0.8575;159.426570892;cnn;4;2;4000;3400;5000
0.84975;158.432179928;cnn;4;3;4000;3400;5000
0.8345;157.840739965;cnn;4;4;4000;3400;5000
0.85425;160.214091063;cnn;4;5;4000;3400;5000
0.854;173.408306122;cnn;4;0;4000;3800;5000
0.85475;173.877535105;cnn;4;1;4000;3800;5000
0.823;173.991340876;cnn;4;2;4000;3800;5000
0.84825;175.3376472;cnn;4;3;4000;3800;5000
0.8395;176.348052979;cnn;4;4;4000;3800;5000
0.81775;185.548374176;cnn;4;5;4000;3800;5000
